Date,Close,High,Low,Open,Volume,Ticker
2020-09-25 08:00:00,341.46,343.09,340.07,343.01,27477.24389,ETH-USD
2020-09-25 08:30:00,338.77,341.67,337.58,341.42,27852.22576,ETH-USD
2020-09-25 09:00:00,339.84,341.42,338.52,338.77,17487.53507,ETH-USD
2020-09-25 09:30:00,340.18,340.44,337.75,339.83,17806.43568,ETH-USD
2020-09-25 10:00:00,340.66,342.47,339.31,340.19,15550.62239,ETH-USD
2020-09-25 10:30:00,340.45,341.16,339.75,340.58,11803.61248,ETH-USD
2020-09-25 11:00:00,341.7,342.03,339.17,340.44,14439.30432,ETH-USD
2020-09-25 11:30:00,343.69,344.74,340.79,341.65,27867.45429,ETH-USD
2020-09-25 12:00:00,345.71,348.61,343.34,343.69,30902.58078,ETH-USD
2020-09-25 12:30:00,344.7,346.28,343.55,345.65,19834.24744,ETH-USD
2020-09-25 13:00:00,344.27,345.99,343.94,344.7,15478.0685,ETH-USD
2020-09-25 13:30:00,344.01,345.5,342.35,344.3,22167.60641,ETH-USD
2020-09-25 14:00:00,344.05,344.19,340.65,344.0,18391.81483,ETH-USD
2020-09-25 14:30:00,345.29,345.6,343.2,344.01,16294.1088,ETH-USD
2020-09-25 15:00:00,346.84,347.44,344.0,345.29,24245.62336,ETH-USD
2020-09-25 15:30:00,347.12,347.61,345.96,346.8,11146.58284,ETH-USD
2020-09-25 16:00:00,346.23,348.79,345.91,347.14,19450.486,ETH-USD
2020-09-25 16:30:00,346.54,346.55,345.0,346.23,9020.42095,ETH-USD
2020-09-25 17:00:00,347.13,348.2,345.5,346.55,14836.14826,ETH-USD
2020-09-25 17:30:00,349.53,350.53,347.13,347.14,18573.53152,ETH-USD
2020-09-25 18:00:00,354.83,354.88,349.53,349.53,39230.77496,ETH-USD
2020-09-25 18:30:00,353.91,355.4,352.62,354.74,21871.06614,ETH-USD
2020-09-25 19:00:00,354.14,355.23,352.95,353.94,14006.45665,ETH-USD
2020-09-25 19:30:00,353.87,354.39,352.52,354.15,11615.53212,ETH-USD
2020-09-25 20:00:00,357.23,357.91,353.87,353.87,24075.99049,ETH-USD
2020-09-25 20:30:00,354.59,358.0,354.31,357.28,15953.18868,ETH-USD
2020-09-25 21:00:00,355.25,356.03,353.02,354.59,19490.82775,ETH-USD
2020-09-25 21:30:00,357.05,357.1,354.38,355.22,7005.47896,ETH-USD
2020-09-25 22:00:00,354.16,357.65,351.9,357.05,14092.05983,ETH-USD
2020-09-25 22:30:00,352.13,354.92,351.25,354.16,9580.87404,ETH-USD
2020-09-25 23:00:00,351.65,353.31,350.78,352.13,11998.53989,ETH-USD
